customer_id,age,gender,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,num_complaints_12_mon,days_since_last_complaint,churn_flag
CC_000635,29.0,F,Post-Graduate,Married,Unknown,Blue,40.0,5.0,3.0,4.0,11445.16,1603.0,9842.16,0.75,6214.87,75.0,0.796,0.527,0.0,,0
CC_000636,50.0,M,High School,Single,$60K - $80K,Blue,18.0,4.0,0.0,2.0,7296.27,2517.0,4779.27,,2412.4,76.0,0.659,0.211,0.0,,0
CC_000637,34.0,M,Graduate,Married,Unknown,,41.0,6.0,1.0,0.0,32925.38,444.0,32481.38,0.677,9261.63,87.0,,0.719,1.0,68.0,0
CC_000638,40.0,M,Post-Graduate,Married,$40K - $60K,Blue,21.0,5.0,3.0,1.0,12005.51,,11702.51,0.809,2533.67,83.0,0.908,0.021,3.0,70.0,0
CC_000639,57.0,,Unknown,Married,Unknown,Blue,30.0,6.0,,0.0,8038.18,2384.0,5654.18,0.975,9183.86,41.0,0.734,0.345,1.0,74.0,0
CC_000640,31.0,F,Graduate,Single,$40K - $60K,Blue,35.0,3.0,2.0,3.0,5083.29,1541.0,3542.29,0.707,13087.72,98.0,0.658,0.662,0.0,,0
CC_000641,30.0,M,Graduate,Single,Less than $40K,Blue,26.0,3.0,5.0,1.0,14819.45,,13846.45,0.502,2803.09,84.0,0.701,0.498,0.0,,0
CC_000642,46.0,F,Uneducated,Married,Less than $40K,Blue,45.0,3.0,1.0,,14426.54,674.0,13752.54,0.83,10205.22,53.0,0.572,0.052,1.0,143.0,0
CC_000643,54.0,M,High School,Single,Unknown,Blue,33.0,5.0,2.0,4.0,16391.38,1932.0,14459.38,0.38,9284.96,37.0,0.602,0.248,0.0,,0
CC_000644,29.0,F,High School,Married,Less than $40K,Blue,40.0,3.0,1.0,4.0,18105.68,852.0,17253.68,0.531,15139.56,48.0,0.741,0.31,0.0,,0
CC_000645,47.0,F,Uneducated,Married,Less than $40K,Blue,35.0,6.0,1.0,0.0,30318.08,1901.0,28417.08,0.943,2533.14,97.0,0.65,0.257,0.0,,0
CC_000646,53.0,M,High School,Divorced,Less than $40K,Blue,38.0,2.0,2.0,4.0,8798.1,1370.0,7428.1,0.407,1925.43,28.0,0.595,0.077,1.0,72.0,1
CC_000647,25.0,M,High School,Married,Less than $40K,Blue,27.0,6.0,1.0,1.0,34260.42,,32967.42,0.824,3589.85,88.0,0.892,0.184,0.0,,0
CC_000648,51.0,F,Unknown,Single,$120K +,Blue,24.0,4.0,2.0,1.0,34516.0,0.0,34516.0,0.971,2619.62,113.0,0.951,0.143,0.0,,0
CC_000649,51.0,M,Graduate,Divorced,$40K - $60K,Blue,34.0,4.0,4.0,0.0,34516.0,1711.0,32805.0,0.848,18484.0,,0.651,0.609,0.0,,0
CC_000650,41.0,F,College,Unknown,$60K - $80K,Blue,26.0,6.0,1.0,2.0,8055.31,2196.0,5859.31,0.929,5384.74,49.0,0.713,0.224,2.0,192.0,0
CC_000651,55.0,F,Unknown,Married,Unknown,Blue,49.0,5.0,3.0,2.0,,2279.0,3087.14,0.774,5475.1,72.0,0.854,0.487,,183.0,0
CC_000652,54.0,F,High School,Single,$40K - $60K,Blue,22.0,6.0,1.0,2.0,10331.74,1348.0,8983.74,,13881.95,,0.902,0.133,0.0,,0
CC_000653,44.0,F,Graduate,Married,$80K - $120K,Blue,56.0,4.0,,3.0,11918.0,0.0,11918.0,0.572,3690.07,88.0,0.52,0.271,1.0,110.0,0
CC_000654,39.0,M,Graduate,Married,Less than $40K,,39.0,6.0,1.0,1.0,18860.38,791.0,18069.38,1.108,6899.79,54.0,0.585,0.207,,,0
CC_000655,35.0,M,Uneducated,Single,Unknown,Blue,36.0,5.0,1.0,1.0,8330.33,752.0,7578.33,0.745,2038.19,59.0,0.826,0.546,0.0,,0
CC_000656,43.0,F,Graduate,Married,Less than $40K,Blue,30.0,5.0,2.0,2.0,19853.3,1968.0,17885.3,0.64,4307.0,100.0,0.736,0.483,0.0,,0
CC_000657,49.0,M,Uneducated,Married,$80K - $120K,Blue,42.0,5.0,2.0,2.0,7194.64,1571.0,5623.64,1.064,14744.99,81.0,0.545,0.284,0.0,,0
CC_000658,41.0,M,High School,Married,$60K - $80K,Blue,33.0,5.0,2.0,1.0,9869.91,2009.0,7860.91,0.725,11400.61,79.0,0.655,0.616,2.0,146.0,0
CC_000659,24.0,F,High School,Married,Less than $40K,Blue,39.0,4.0,1.0,3.0,16937.59,587.0,16350.59,0.701,6924.99,64.0,0.88,0.412,0.0,,0
CC_000660,55.0,F,Unknown,Married,$40K - $60K,Blue,44.0,,,0.0,10471.87,1391.0,9080.87,0.382,4748.51,99.0,0.919,0.447,0.0,,0
CC_000661,45.0,M,Graduate,Married,Less than $40K,Blue,42.0,4.0,1.0,2.0,5532.39,0.0,5532.39,0.859,5415.2,94.0,0.809,0.074,0.0,,0
CC_000662,56.0,F,Graduate,Married,Less than $40K,Blue,27.0,1.0,4.0,4.0,4394.06,690.0,3704.06,0.818,839.76,23.0,0.743,0.183,4.0,78.0,1
CC_000663,51.0,F,Graduate,Single,$60K - $80K,Blue,41.0,3.0,0.0,1.0,22274.08,0.0,22274.08,0.868,1673.12,39.0,0.468,0.367,1.0,69.0,0
CC_000664,57.0,M,High School,Married,Unknown,Blue,26.0,4.0,2.0,3.0,14130.02,2517.0,11613.02,0.848,14204.27,91.0,0.876,0.263,2.0,142.0,0
CC_000665,21.0,M,Graduate,Married,$60K - $80K,Blue,15.0,4.0,2.0,1.0,28822.44,1620.0,27202.44,1.052,2043.06,83.0,0.939,0.197,0.0,,0
CC_000666,47.0,F,College,Unknown,$60K - $80K,Blue,38.0,6.0,3.0,3.0,23746.58,1583.0,22163.58,0.829,2576.07,74.0,0.656,0.37,0.0,,0
CC_000667,31.0,F,High School,Married,Less than $40K,Blue,38.0,5.0,3.0,1.0,7583.78,97.0,7486.78,0.738,1562.14,96.0,0.953,0.228,1.0,276.0,0
CC_000668,48.0,M,Graduate,,Less than $40K,Blue,55.0,4.0,2.0,2.0,21255.95,1083.0,20172.95,0.634,7930.0,,0.563,0.557,1.0,93.0,0
CC_000669,45.0,M,High School,Unknown,$40K - $60K,Blue,34.0,3.0,3.0,2.0,12594.31,1794.0,10800.31,0.773,16828.79,67.0,0.844,,2.0,195.0,0
CC_000670,49.0,M,High School,Married,Unknown,Blue,39.0,5.0,2.0,1.0,8674.96,415.0,8259.96,0.737,2390.95,93.0,0.688,0.097,,159.0,0
CC_000671,39.0,F,Post-Graduate,Unknown,$120K +,Blue,43.0,,2.0,3.0,34516.0,788.0,33728.0,0.971,3644.29,77.0,0.621,0.146,0.0,,0
CC_000672,41.0,M,Graduate,Single,Less than $40K,Blue,46.0,2.0,3.0,3.0,2239.22,242.0,1997.22,0.948,1588.56,45.0,0.871,0.175,2.0,248.0,1
CC_000673,39.0,M,Graduate,Married,$60K - $80K,Blue,44.0,5.0,3.0,1.0,15984.91,235.0,15749.91,0.938,3267.58,75.0,0.723,0.478,3.0,34.0,0
CC_000674,47.0,F,College,Single,$60K - $80K,Blue,,3.0,2.0,,4813.07,811.0,4002.07,0.638,4745.71,84.0,,0.256,0.0,,0
CC_000675,53.0,F,College,,$60K - $80K,Silver,26.0,,4.0,0.0,30085.6,464.0,29621.6,0.7,4704.56,,0.658,0.351,0.0,,0
CC_000676,23.0,F,Graduate,Unknown,$60K - $80K,Blue,37.0,6.0,5.0,4.0,7605.58,1659.0,5946.58,0.676,,44.0,0.889,0.262,1.0,184.0,1
CC_000677,53.0,M,Post-Graduate,Married,$80K - $120K,,14.0,2.0,4.0,0.0,18223.5,1897.0,16326.5,0.558,,62.0,0.951,,1.0,141.0,0
CC_000678,38.0,M,Graduate,,Less than $40K,Blue,35.0,3.0,1.0,0.0,12916.69,2517.0,10399.69,0.667,2182.78,91.0,0.953,0.178,1.0,108.0,0
CC_000679,42.0,M,Unknown,,Unknown,Blue,37.0,4.0,2.0,4.0,5331.02,855.0,4476.02,0.413,1518.56,52.0,0.737,0.183,3.0,139.0,1
CC_000680,59.0,F,Unknown,Married,Less than $40K,Blue,29.0,3.0,4.0,0.0,11034.31,2005.0,9029.31,0.725,3665.99,44.0,0.945,0.34,2.0,276.0,1
CC_000681,45.0,F,College,Married,$40K - $60K,Silver,33.0,6.0,3.0,1.0,6736.41,1530.0,5206.41,0.56,3770.27,70.0,0.512,0.348,,,0
CC_000682,52.0,M,Post-Graduate,Married,Unknown,Blue,25.0,3.0,1.0,0.0,34516.0,0.0,34516.0,0.769,8882.24,42.0,0.853,0.185,1.0,10.0,0
CC_000683,32.0,M,Graduate,Single,$40K - $60K,Blue,49.0,2.0,5.0,3.0,24238.42,1235.0,23003.42,0.943,10487.53,78.0,0.503,0.25,0.0,,0
CC_000684,,F,Graduate,Married,Less than $40K,Blue,36.0,4.0,0.0,1.0,15902.59,1249.0,14653.59,0.806,5034.68,94.0,0.776,0.059,1.0,307.0,0
CC_000685,40.0,F,Uneducated,Single,Less than $40K,Blue,36.0,4.0,,4.0,2892.9,778.0,2114.9,0.659,2504.1,46.0,0.678,0.14,3.0,164.0,1
CC_000686,65.0,M,Graduate,Married,$60K - $80K,Silver,37.0,5.0,3.0,1.0,34285.01,1115.0,33170.01,0.774,12967.3,55.0,0.499,0.61,0.0,,0
CC_000687,36.0,F,Unknown,Married,Less than $40K,Blue,40.0,4.0,3.0,2.0,34516.0,865.0,33651.0,1.073,5019.02,78.0,0.812,0.701,0.0,,0
CC_000688,62.0,F,Post-Graduate,,$40K - $60K,,22.0,4.0,2.0,0.0,11475.71,433.0,11042.71,0.673,10565.0,70.0,0.729,0.523,0.0,,0
CC_000689,62.0,F,Post-Graduate,Married,Less than $40K,Blue,48.0,1.0,3.0,2.0,32248.57,964.0,,0.803,18484.0,89.0,1.086,0.353,0.0,,0
CC_000690,43.0,F,High School,Married,$80K - $120K,Gold,44.0,4.0,1.0,3.0,10276.5,1119.0,9157.5,0.771,8771.79,93.0,0.611,0.395,2.0,1.0,0
CC_000691,41.0,F,College,Single,Less than $40K,Blue,35.0,2.0,0.0,0.0,31667.99,1736.0,29931.99,0.916,2195.9,47.0,0.798,0.167,0.0,,0
CC_000692,37.0,F,High School,Unknown,$60K - $80K,Blue,38.0,6.0,4.0,1.0,4448.79,466.0,3982.79,1.286,3105.21,74.0,1.005,0.15,0.0,,0
CC_000693,43.0,F,High School,Single,$40K - $60K,Blue,46.0,6.0,2.0,4.0,20963.49,2517.0,,0.435,3032.49,54.0,0.572,0.231,0.0,,0
CC_000694,31.0,M,Graduate,Married,$60K - $80K,Blue,32.0,5.0,3.0,0.0,1438.0,386.0,1052.0,1.084,6889.64,76.0,0.859,0.693,5.0,224.0,0
CC_000695,43.0,M,College,Unknown,Less than $40K,Blue,20.0,2.0,3.0,0.0,3726.32,48.0,3678.32,1.026,1553.49,45.0,0.913,0.041,0.0,,0
CC_000696,57.0,F,Graduate,Married,$60K - $80K,Blue,32.0,2.0,2.0,0.0,4069.92,1658.0,2411.92,0.892,5225.64,71.0,0.946,0.528,2.0,126.0,0
CC_000697,38.0,,College,Married,$60K - $80K,Blue,37.0,4.0,2.0,1.0,9605.0,49.0,9556.0,0.785,3373.95,78.0,0.703,0.371,0.0,,0
CC_000698,41.0,F,High School,Single,Less than $40K,Blue,35.0,5.0,1.0,1.0,4684.43,1223.0,3461.43,0.689,1357.37,27.0,0.604,0.623,2.0,14.0,0
CC_000699,28.0,M,Uneducated,Divorced,$80K - $120K,Blue,49.0,6.0,1.0,1.0,4713.07,576.0,4137.07,0.98,5044.17,67.0,0.738,0.391,1.0,79.0,0
CC_000700,47.0,F,Doctorate,Single,$120K +,Blue,26.0,6.0,2.0,1.0,8230.22,1787.0,6443.22,0.942,2187.36,43.0,0.9,0.535,1.0,278.0,0
CC_000701,46.0,M,Uneducated,Single,Less than $40K,Silver,27.0,2.0,3.0,2.0,8577.57,1339.0,7238.57,0.57,3069.89,89.0,0.442,0.198,0.0,,0
CC_000702,44.0,F,Uneducated,Single,$60K - $80K,Blue,25.0,6.0,2.0,2.0,3776.48,2228.0,1548.48,1.107,8293.44,34.0,0.651,0.137,0.0,,0
CC_000703,42.0,,Post-Graduate,Single,$60K - $80K,Blue,40.0,2.0,0.0,1.0,3244.09,1581.0,1663.09,0.811,4581.95,65.0,0.567,0.111,0.0,,0
CC_000704,41.0,M,Unknown,Unknown,Less than $40K,Blue,20.0,5.0,1.0,1.0,4808.89,1242.0,3566.89,0.508,10252.37,99.0,0.754,0.528,0.0,,0
CC_000705,48.0,M,Graduate,Married,Less than $40K,Blue,43.0,4.0,1.0,4.0,21176.03,1384.0,19792.03,1.055,,52.0,0.946,0.115,1.0,154.0,0
CC_000706,45.0,F,Uneducated,Married,Unknown,Blue,34.0,2.0,6.0,4.0,,708.0,3790.51,0.254,1356.99,33.0,0.293,0.067,0.0,,1
CC_000707,46.0,M,High School,Unknown,$60K - $80K,Blue,28.0,4.0,2.0,4.0,30537.06,570.0,29967.06,0.866,11061.8,71.0,0.614,0.132,3.0,260.0,0
CC_000708,45.0,M,Unknown,Single,Unknown,Blue,53.0,5.0,2.0,3.0,7138.84,1397.0,5741.84,1.146,4152.49,74.0,1.013,0.342,0.0,,0
CC_000709,54.0,M,Post-Graduate,Single,$60K - $80K,Blue,48.0,4.0,2.0,,13254.38,1735.0,11519.38,0.774,4457.25,26.0,1.021,0.536,0.0,,0
CC_000710,50.0,M,Graduate,Married,Less than $40K,Blue,37.0,5.0,1.0,1.0,9487.88,907.0,8580.88,0.858,2796.46,67.0,0.792,0.204,0.0,,0
CC_000711,45.0,F,High School,Married,Less than $40K,Blue,,2.0,3.0,4.0,8472.96,1008.0,7464.96,,6455.82,86.0,0.658,0.166,2.0,303.0,0
CC_000712,57.0,M,Uneducated,Married,$80K - $120K,Blue,56.0,5.0,1.0,2.0,10371.21,845.0,9526.21,1.116,5471.74,116.0,0.643,0.083,0.0,,0
CC_000713,47.0,M,Uneducated,Single,$60K - $80K,Blue,34.0,6.0,2.0,2.0,11858.32,1538.0,10320.32,0.961,2696.57,57.0,0.756,0.317,0.0,,0
CC_000714,55.0,F,Graduate,Married,Less than $40K,Blue,38.0,5.0,1.0,2.0,2349.81,1203.0,1146.81,0.802,5561.51,67.0,0.733,0.403,,,0
CC_000715,49.0,F,Uneducated,Single,$60K - $80K,Blue,45.0,6.0,0.0,1.0,5788.56,1757.0,4031.56,0.602,9073.67,81.0,0.532,0.193,0.0,,0
CC_000716,38.0,F,Unknown,Single,$80K - $120K,Blue,32.0,1.0,3.0,5.0,13122.53,1436.0,11686.53,0.932,2955.57,45.0,0.705,0.144,1.0,365.0,1
CC_000717,55.0,F,High School,Single,$80K - $120K,Blue,29.0,5.0,4.0,1.0,34516.0,1151.0,33365.0,0.94,5588.11,102.0,0.66,0.077,0.0,,0
CC_000718,,F,Graduate,Married,Less than $40K,Blue,33.0,3.0,3.0,3.0,6529.43,2067.0,4462.43,0.758,1260.38,27.0,0.693,0.144,3.0,174.0,1
CC_000719,43.0,M,High School,,Less than $40K,Blue,37.0,4.0,1.0,1.0,22939.84,2517.0,20422.84,0.79,7244.52,77.0,0.751,0.858,0.0,,0
CC_000720,46.0,F,Graduate,Single,Unknown,Blue,22.0,5.0,1.0,1.0,8697.91,987.0,7710.91,0.95,7301.99,83.0,0.852,0.07,0.0,,0
CC_000721,41.0,F,Uneducated,Unknown,$120K +,Blue,30.0,,3.0,4.0,,91.0,1347.0,0.587,2909.61,51.0,0.725,0.201,0.0,,1
CC_000722,46.0,F,Post-Graduate,Unknown,Less than $40K,Blue,36.0,5.0,1.0,1.0,11925.89,2341.0,9584.89,0.966,1361.46,78.0,0.505,0.285,0.0,,0
CC_000723,38.0,F,Graduate,Married,$80K - $120K,Blue,52.0,3.0,2.0,3.0,18391.52,1937.0,,0.87,3561.14,60.0,0.475,0.14,0.0,,0
CC_000724,55.0,F,Uneducated,Unknown,Less than $40K,Blue,46.0,6.0,1.0,1.0,10929.0,,10929.0,0.901,3926.31,55.0,0.714,0.09,2.0,205.0,0
CC_000725,42.0,M,Post-Graduate,Unknown,Less than $40K,Blue,33.0,1.0,5.0,3.0,14774.92,0.0,14774.92,0.771,11723.94,82.0,0.487,0.15,3.0,16.0,0
CC_000726,40.0,M,Graduate,Married,Less than $40K,Blue,34.0,4.0,5.0,,6493.01,744.0,5749.01,1.023,2608.25,95.0,0.858,0.194,,,0
CC_000727,35.0,F,Unknown,Married,Less than $40K,Blue,46.0,5.0,2.0,1.0,34516.0,750.0,33766.0,0.558,12603.83,72.0,0.715,0.654,0.0,,0
CC_000728,46.0,F,Unknown,Unknown,$120K +,Blue,38.0,6.0,3.0,1.0,33702.59,378.0,33324.59,0.806,7231.35,103.0,0.885,0.239,1.0,293.0,0
CC_000729,45.0,M,Unknown,Married,$60K - $80K,,,,1.0,1.0,4447.37,,2747.37,0.672,8381.55,,0.983,0.334,0.0,,0
CC_000730,47.0,F,Uneducated,Single,Less than $40K,Blue,56.0,4.0,1.0,0.0,10800.2,1750.0,9050.2,0.877,3394.32,38.0,0.524,0.511,2.0,163.0,0
CC_000731,34.0,F,High School,Married,$120K +,Blue,,,2.0,2.0,34516.0,2517.0,31999.0,0.993,2788.0,49.0,0.752,0.516,0.0,,0
CC_000732,29.0,M,Unknown,Single,$80K - $120K,Silver,56.0,4.0,1.0,1.0,5500.23,653.0,4847.23,0.642,14110.78,103.0,0.949,0.532,0.0,,0
CC_000733,49.0,F,Graduate,Married,Less than $40K,Blue,40.0,4.0,1.0,3.0,8218.79,614.0,7604.79,0.949,2912.07,108.0,0.766,0.419,0.0,,0
CC_000734,57.0,F,High School,Single,$60K - $80K,Blue,29.0,5.0,4.0,2.0,11661.51,1368.0,10293.51,0.842,2951.0,80.0,0.777,0.043,0.0,,0
CC_000735,34.0,M,Post-Graduate,Single,$80K - $120K,Blue,13.0,5.0,1.0,1.0,3293.93,40.0,3253.93,0.6,2317.38,60.0,0.593,0.253,0.0,,0
CC_000736,54.0,F,High School,Single,$80K - $120K,Blue,48.0,1.0,5.0,0.0,4359.45,1613.0,2746.45,0.642,2739.16,62.0,0.523,0.176,1.0,308.0,1
CC_000737,46.0,M,Graduate,Unknown,$80K - $120K,Blue,20.0,5.0,3.0,0.0,23369.94,878.0,22491.94,,5638.8,72.0,0.826,0.158,0.0,,0
CC_000738,43.0,M,Post-Graduate,Single,Less than $40K,Blue,39.0,4.0,1.0,1.0,10091.63,1128.0,8963.63,0.785,11644.43,73.0,0.911,0.289,0.0,,0
CC_000739,40.0,M,Post-Graduate,Single,Less than $40K,Blue,,2.0,2.0,2.0,4067.56,1322.0,2745.56,0.842,5747.98,84.0,0.605,0.281,0.0,,0
CC_000740,31.0,F,High School,Single,$120K +,Blue,24.0,5.0,1.0,0.0,,1066.0,6325.87,0.751,7141.02,79.0,0.841,0.066,1.0,345.0,0
CC_000741,52.0,M,College,,$120K +,Blue,,,0.0,2.0,6072.91,951.0,5121.91,0.287,8683.5,49.0,0.746,0.044,0.0,,0
CC_000742,37.0,M,College,Unknown,Less than $40K,Blue,27.0,3.0,2.0,1.0,9560.45,2517.0,7043.45,0.804,1223.17,50.0,0.813,0.152,0.0,,0
CC_000743,36.0,F,Graduate,Single,Less than $40K,Blue,47.0,5.0,,1.0,11117.84,1277.0,9840.84,0.786,5895.18,83.0,0.61,0.13,1.0,239.0,0
CC_000744,52.0,M,High School,Single,$120K +,Blue,36.0,4.0,2.0,2.0,1703.37,1634.0,69.37,0.697,6719.43,65.0,0.813,0.162,0.0,,0
CC_000745,27.0,F,Graduate,Married,$40K - $60K,Blue,35.0,2.0,4.0,1.0,27618.99,755.0,26863.99,0.481,2352.84,71.0,0.89,0.127,0.0,,0
CC_000746,38.0,F,Graduate,Married,Less than $40K,Blue,33.0,4.0,4.0,3.0,1747.56,859.0,888.56,,3127.35,35.0,0.638,0.325,3.0,108.0,1
CC_000747,43.0,,Graduate,Single,Less than $40K,Blue,42.0,2.0,2.0,1.0,5700.76,1228.0,4472.76,0.7,3840.44,62.0,0.539,0.066,0.0,,0
CC_000748,46.0,F,Post-Graduate,Single,$40K - $60K,Blue,27.0,5.0,0.0,2.0,19273.98,1424.0,17849.98,0.933,4701.71,75.0,0.967,0.201,5.0,106.0,0
CC_000749,45.0,M,Graduate,Married,$40K - $60K,Blue,24.0,3.0,3.0,1.0,21867.37,1189.0,20678.37,0.458,2883.56,37.0,0.795,0.033,2.0,360.0,1
CC_000750,41.0,M,High School,Single,$60K - $80K,Blue,20.0,2.0,3.0,2.0,7388.01,1994.0,5394.01,0.401,9597.95,70.0,0.702,0.28,2.0,315.0,0
CC_000751,66.0,F,Graduate,Unknown,Less than $40K,Blue,38.0,3.0,2.0,1.0,3589.63,1829.0,1760.63,0.606,7488.3,100.0,0.789,0.177,0.0,,0
CC_000752,50.0,F,Post-Graduate,Single,Unknown,Blue,22.0,3.0,5.0,0.0,1681.73,548.0,1133.73,0.708,4986.31,40.0,0.428,0.167,2.0,49.0,1
CC_000753,41.0,M,High School,Single,Unknown,Blue,21.0,5.0,2.0,1.0,24683.72,1205.0,23478.72,0.88,3076.08,56.0,0.999,0.187,0.0,,0
CC_000754,36.0,F,Graduate,Divorced,Unknown,Blue,24.0,4.0,1.0,0.0,12917.19,198.0,12719.19,0.664,,81.0,0.39,0.191,0.0,,0
CC_000755,45.0,F,High School,Divorced,$120K +,Blue,35.0,2.0,5.0,2.0,8166.46,1042.0,7124.46,,5566.78,68.0,,0.148,0.0,,0
CC_000756,49.0,F,College,Single,$60K - $80K,Blue,39.0,5.0,2.0,0.0,3423.68,1297.0,2126.68,0.943,2826.64,57.0,0.88,0.407,2.0,79.0,0
CC_000757,54.0,F,Unknown,Unknown,Less than $40K,Blue,46.0,3.0,2.0,0.0,6588.92,2025.0,4563.92,0.77,3173.83,72.0,0.772,0.371,0.0,,0
CC_000758,30.0,,Unknown,Married,Less than $40K,Blue,50.0,,1.0,1.0,11435.37,0.0,11435.37,0.72,3560.28,30.0,0.702,0.312,1.0,111.0,0
CC_000759,38.0,F,Graduate,Single,Less than $40K,Blue,40.0,1.0,2.0,2.0,5983.03,269.0,5714.03,0.523,2151.9,33.0,0.446,0.054,0.0,,1
CC_000760,48.0,F,Graduate,Married,Less than $40K,Blue,31.0,5.0,2.0,0.0,6601.86,504.0,6097.86,0.886,10547.06,90.0,0.796,0.596,0.0,,0
CC_000761,49.0,M,Post-Graduate,Single,$40K - $60K,Blue,46.0,4.0,2.0,3.0,3871.17,1898.0,1973.17,0.768,5442.69,77.0,1.107,0.197,0.0,,0
CC_000762,44.0,F,Unknown,,Unknown,Blue,29.0,4.0,1.0,0.0,5241.58,2396.0,2845.58,0.584,2621.81,92.0,0.998,0.229,0.0,,0
CC_000763,48.0,F,Graduate,Single,$40K - $60K,Blue,20.0,4.0,1.0,2.0,2938.94,1156.0,,0.874,5447.11,59.0,0.767,0.241,0.0,,0
CC_000764,36.0,F,Graduate,Married,$40K - $60K,,45.0,1.0,1.0,1.0,11852.91,2491.0,9361.91,0.662,4870.42,17.0,0.591,0.111,2.0,91.0,0
CC_000765,58.0,F,College,Divorced,$80K - $120K,Blue,49.0,5.0,0.0,2.0,9886.2,1981.0,7905.2,0.912,14660.21,63.0,0.902,0.288,,101.0,0
CC_000766,52.0,M,,Married,Less than $40K,Blue,27.0,4.0,4.0,2.0,10246.11,1325.0,8921.11,1.061,13172.35,48.0,0.827,,0.0,,0
CC_000767,31.0,F,College,Married,Unknown,Blue,55.0,4.0,3.0,0.0,7119.27,0.0,7119.27,1.038,2993.66,73.0,0.405,0.406,0.0,,0
CC_000768,45.0,F,Post-Graduate,Married,$40K - $60K,Blue,39.0,2.0,4.0,3.0,29955.11,551.0,29404.11,0.386,8000.0,29.0,0.742,0.187,2.0,235.0,1
CC_000769,34.0,,Post-Graduate,Married,Less than $40K,Blue,40.0,4.0,2.0,1.0,7485.44,,7031.44,,3677.88,78.0,1.151,0.314,0.0,,0
CC_000770,50.0,M,Doctorate,Married,Unknown,Blue,30.0,3.0,3.0,2.0,6754.77,0.0,6754.77,0.827,2915.6,67.0,0.553,0.093,1.0,339.0,0
CC_000771,32.0,F,Uneducated,Married,$60K - $80K,Silver,46.0,4.0,1.0,3.0,10738.59,210.0,10528.59,0.796,10892.98,95.0,0.724,0.21,2.0,14.0,0
CC_000772,41.0,M,Graduate,Married,$40K - $60K,Silver,20.0,2.0,2.0,0.0,34516.0,2413.0,32103.0,1.139,6233.13,106.0,0.888,0.428,0.0,,0
CC_000773,48.0,M,High School,Married,$60K - $80K,Blue,32.0,5.0,1.0,1.0,8165.68,1316.0,6849.68,0.861,18484.0,81.0,0.739,0.07,0.0,,0
CC_000774,43.0,M,High School,Married,$80K - $120K,Blue,28.0,2.0,3.0,1.0,5916.56,2304.0,3612.56,0.747,4435.13,60.0,0.658,0.098,0.0,,0
CC_000775,46.0,F,Unknown,Single,Less than $40K,Blue,22.0,6.0,2.0,1.0,7782.5,2517.0,5265.5,0.502,2969.11,75.0,0.923,0.162,0.0,,0
CC_000776,34.0,F,Graduate,Single,$120K +,Blue,44.0,5.0,2.0,1.0,33567.3,1449.0,32118.3,0.615,3353.8,76.0,0.842,0.684,0.0,,0
CC_000777,49.0,M,Post-Graduate,Married,Unknown,Blue,39.0,6.0,3.0,1.0,6387.2,680.0,5707.2,0.71,5384.5,69.0,0.828,0.547,0.0,,0
CC_000778,38.0,F,Uneducated,Unknown,$60K - $80K,Blue,44.0,6.0,2.0,3.0,5952.49,250.0,5702.49,0.983,2603.08,98.0,0.579,0.477,0.0,,0
CC_000779,41.0,F,College,Married,$60K - $80K,Blue,33.0,6.0,4.0,0.0,16433.01,1143.0,15290.01,0.658,4045.77,89.0,0.75,0.234,0.0,,0
CC_000780,46.0,M,Graduate,,$120K +,Blue,45.0,6.0,2.0,1.0,16264.43,396.0,15868.43,0.678,2576.14,49.0,0.956,0.136,0.0,,0
CC_000781,44.0,M,High School,Single,$40K - $60K,Blue,36.0,2.0,2.0,0.0,19554.14,180.0,19374.14,0.893,17293.58,47.0,0.756,0.822,1.0,196.0,0
CC_000782,44.0,F,High School,Married,Unknown,Blue,31.0,,2.0,1.0,23163.06,618.0,22545.06,0.534,3431.39,62.0,0.736,0.2,0.0,,0
CC_000783,37.0,M,Uneducated,Married,$60K - $80K,Blue,,2.0,2.0,2.0,7096.61,958.0,6138.61,0.871,6930.15,53.0,0.702,0.053,1.0,308.0,0
CC_000784,41.0,F,Graduate,Married,$40K - $60K,Blue,,4.0,2.0,1.0,2710.49,983.0,1727.49,0.816,4305.11,63.0,0.882,0.66,0.0,,0
CC_000785,44.0,M,Unknown,Divorced,$60K - $80K,Blue,47.0,4.0,1.0,,34516.0,1119.0,33397.0,0.747,4489.7,72.0,0.714,0.13,1.0,134.0,0
CC_000786,42.0,M,Post-Graduate,Divorced,$40K - $60K,Blue,21.0,1.0,3.0,3.0,3488.75,1723.0,1765.75,0.7,3683.19,25.0,0.665,0.205,1.0,55.0,1
CC_000787,39.0,F,Unknown,Married,Less than $40K,Blue,56.0,6.0,2.0,2.0,7228.03,1037.0,6191.03,0.804,2075.48,76.0,0.507,0.377,1.0,83.0,0
CC_000788,47.0,M,Post-Graduate,Married,$80K - $120K,Blue,32.0,3.0,2.0,0.0,3034.56,1878.0,1156.56,0.815,3347.94,66.0,0.797,0.347,0.0,,0
CC_000789,32.0,F,,Unknown,$60K - $80K,Blue,29.0,4.0,1.0,0.0,13112.31,1842.0,11270.31,0.982,12807.24,45.0,0.545,0.516,1.0,77.0,0
